,Item Name,Price,Quantity,Image link
47,Phasa / ফ্যাঁসা / Phansa / Gangetic Hairfin Anchovy / Tampara (Kolkata Special), ₹299.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/p/h/phansa.jpg
48,"Premium Antibiotic-free Chicken Dressed with Skin (Whole Chicken, Not Cut in Pieces)", ₹144.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/w/h/whole-chicken_with-skin.jpg
49,Premium Antibiotic-residue-free Boneless Chicken Cubes, ₹229.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/c/h/chicken-cubes_3.jpg
50,Premium Antibiotic-residue-free Boneless Chicken Tikka - 500gm Pack, ₹199.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/c/h/chicken_tkka_new.jpeg
51,Premium Antibiotic-residue-free Chicken Drumsticks (Pack of 6), ₹198.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/c/h/chicken_drumstics_6.jpg
52,Premium Antibiotic-residue-free Chicken Lollipop, ₹189.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/c/h/chicken-lolly-pop.jpg
53,Premium Antibiotic-residue-free Chicken Thigh (Boneless), ₹229.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/t/h/thighs.jpg
54,Premium Antibiotic-residue-free Chicken Thigh / Whole Leg - 2 Pcs / Pack, ₹149.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/c/h/chicken-whole-leg-2.jpg
55,Premium Antibiotic-residue-free Chicken Winglets, ₹164.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/c/h/chicken-wings.jpg
56,Premium Boneless Antibiotic-residue-free Chicken Breast Fillet, ₹229.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/c/h/chicken-breast.jpg
57,Premium Boneless Antibiotic-residue-free Chicken Supreme / Tenderloin (25+ Pieces/kg), ₹229.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/c/h/chicken-supreme.jpg
58,Premium Fresh Chicken Mince / Kheema, ₹194.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/c/h/chicken-mince.jpg
59,Premium Goat - Ribs and Chops, ₹409.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/g/o/goat_chops2.jpg
60,Premium Goat Mince / Kheema (No Fat) (400gm Pack), ₹499.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/g/o/goat_mince1_1_3.jpg
61,Premium Goat Raan / Leg Portion, ₹499.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/g/o/goat_whole_leg.jpg
62,Premium Goat Saddle, ₹469.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/m/u/mutton_saddle.jpg
63,Premium Indian Goat Shoulder, ₹524.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/s/h/shoulder.jpg
64,Premium Kumarakom Karimeen / Pearlspot (Large), ₹419.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/k/u/kumarakom_karimeen_large.jpg
65,Premium Rich Goat Mince / Kheema, ₹579.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/g/o/goat_mince_1_1.jpg
66,Premium Tender and Antibiotic-residue-free Chicken (Skinless), ₹124.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/f/a/farm_chicken.jpg
67,Premium Tender Goat - Biryani Cut, ₹424.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/g/o/goat_biryani_cut_3.jpg
68,Premium Tender Goat - Boneless Curry Cut, ₹574.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/g/o/goat_boneless_3.jpg
69,Premium Tender Goat - Curry Cut, ₹399.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/m/u/mutton-curry-cut.jpg
70,Premium Tender Lamb - Curry Cut, ₹424.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/l/a/lamb-curry-cut_1.jpg
71,Preservative Free Malabar Mackerel / Ayala / Bangda Pickle - 150g pack, ₹150.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/3/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/a/y/ayala_pickle_1.jpg
