,Item Name,Price,Quantity,Image link
15,Combo Pack (500gm Catla Curry Cut with Head Pieces + 1kg Premium Tender & Antibiotic-residue-free Chicken Skinless Curry Cut), ₹439.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/c/o/combo-catla-curry-cut-chicken_1.jpg
16,"Country Chicken / Desi Chicken / Natti Koli (Free Range & With Skin, Pack)", ₹274.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/c/o/country_chicken_4.jpg
17,Cuttle Fish, ₹219.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/c/u/cuttle_fish.jpg
18,Emperor / Eari / Sheri (Small), ₹279.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/e/m/emperor-whole-_1_.jpg
19,Finletted Mackerel / Kanni Ayala (Medium / Large), ₹219.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/f/i/finletted_mackerel_01.jpg
20,Fresh Indian Baasa / Pangasius / Pangas, ₹99.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/b/a/baasa_whole.jpg
21,Freshwater Sole Fish / Elachil, ₹169.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/f/r/freshwater_sole_fish.jpg
22,Goan Style Chicken Cafreal (250g Pack), ₹125.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/g/o/goan_chicken_1.jpg
23,Granny's Masala Fried Chicken (250g Pack), ₹149.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/g/r/grandma_fried_chicken_cooked_1.jpg
24,Grouper / Reef Cod / Kalava (Large), ₹199.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/g/r/grouper_large_3.jpg
25,Grouper / Reef Cod / Kalava (Medium), ₹229.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/g/r/grouper_medium_3.jpg
26,Grouper / Reef Cod / Kalava (Small), ₹309.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/r/e/reefcod2_3_1.jpg
27,"Handmade Nawabi Mutton Seekh Kebabs (3 to 5 pieces, 140g to 160g)", ₹99.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/k/e/kebab-1_1_4.jpg
28,"Hilsa / Ilish - (Whole Fish Size 1kg-1.1kg) (Cleaned, Bengali Round cut) 1pc"," ₹2,099.00",/pack,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/h/i/hilsa-fish_02_7.jpg
29,"Hilsa / Ilish - (Whole Fish Size 900gm-1kg) (Cleaned, Bengali Round cut) 1pc"," ₹1,999.00",/pack,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/h/i/hilsa-fish_01_2.jpg
30,Honey Mustard Chicken Wings (400g to 430g), ₹249.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/h/o/honey-mustard-chicken-wings.jpg
31,"Idly / Dosa Batter (Freshly Stone-ground, no added preservatives/chemicals) - 1kg Pack", ₹60.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/i/d/idly_dosa_batter_1.jpg
32,Indian Prawns / Venami / Vannamei / Jhinga / Chemmin (30+ Count/kg), ₹539.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/v/e/venami-prawns-whole.jpg
33,Kerala Prawn Roast (300g), ₹325.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/k/e/kerala-prawn-roast-cooked.jpg
34,Kolkata Tengra/ / Tyangra / Koori (Lake), ₹379.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/t/y/tyangra_small.png
35,Large Marine Catfish / Etta Koori, ₹199.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/c/a/cat_fish_2.jpg
36,Malabar Chicken Samosas - Pack of 4 (130g to 150g), ₹145.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/s/a/samosa4.jpg
37,Marinated Small Shrimps / Prawns / Kucho Chingdi Meat For Deep Fry (250g), ₹249.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/placeholder/default/notavailable_400x267.jpg
38,Marine Catfish / Etta Kunju (Small), ₹219.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/c/a/cat_fish_small_whole_1.jpg
39,Marine Milk Fish / Poomeen (Large), ₹259.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/i/m/img_10645d-edit-poomeen_3.jpg
40,Mutton Mince Dry Fry / Kheema Matar (300g+), ₹449.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/m/u/mutton_kheema_3.jpg
41,Nawabi Chicken Seekh Kebab - 250g pack, ₹598.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/c/h/chicken_-_seekh_kebabs.jpg
42,Nawabi Mutton Seekh Kebabs - 250g Pack, ₹378.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/k/e/kebab-1_1.jpg
43,Peri Peri Chicken Wings (350g Pack), ₹249.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/p/e/peri_peri_chicken_wings_2.jpg
44,Premium Antibiotic-residue-free Chicken Gizzard, ₹109.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/g/i/gizards.jpg
45,Premium Fresh Chicken Mince / Kheema, ₹239.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/c/h/chicken-mince.jpg
46,Premium Kumarakom Karimeen / Pearlspot (Large), ₹379.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/k/u/kumarakom_karimeen_large.jpg
47,Premium Kumarakom Karimeen / Pearlspot (Medium), ₹369.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/a/l/aleppy_karimeen_medium__3.jpg
48,Premium Kumarakom Karimeen / Pearlspot (Super Large 350g to 600g), ₹399.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/k/u/kumarakom_karimeen_extra_large.jpg
49,Premium Mutton Fat, ₹249.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/m/u/mutton-fat-800-x533.jpg
50,Premium Tender and Antibiotic-residue-free Chicken (Skinless), ₹109.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/f/a/farm_chicken.jpg
51,Premium Tender Goat - Curry Cut, ₹325.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/m/u/mutton-curry-cut.jpg
52,Premium Wild Caught Prawn / Jhinga / Kazhanthan (Medium), ₹229.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/k/a/kazhanthan_80_4.jpg
53,Preservative Free Malabar Mackerel / Ayala / Bangda Pickle - 150g pack, ₹135.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/a/y/ayala_pickle_1.jpg
54,Preservative Free Malabar Sardine / Mathi / Tarli Pickle - 150g pack, ₹135.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/m/a/mathi_pickle_2.jpg
55,Preservative Free Malabar Style Chicken Pickle - 150g+ pack, ₹135.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/c/h/chicken_pickle_1.jpg
56,Preservative-free Malabar Small Prawns Pickle - 150g+ pack, ₹175.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/p/r/prawn_pickles_4.jpg
57,Rohu / Rui (1kg to 1.5kg), ₹105.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/r/o/rohu_12.jpg
58,Rohu / Rui (650g to 900g), ₹99.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/r/o/rohu3.jpg
59,Rohu / Rui - Head Pieces, ₹45.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/f/t/fth_rohu_head.jpg
60,Rupchanda / Roopchand, ₹109.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/r/o/roopchand_02.jpg
61,Rupchanda / Roopchand (Small), ₹99.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/r/o/roopchand_small.jpg
62,Seer Fish / King Fish / Surmai / Neymeen / Vanjaram / Anjal (2kg to 5kg), ₹375.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/s/e/see_fish_1.jpg
63,Shark (Super Tasty), ₹169.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/s/h/shark_5b3a44025d-edit_-_copy_1_1.jpg
64,Silver Pomfret / Avoli (100g to 200g), ₹579.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/s/i/silver_pomfret_2.jpg
65,Silver Pomfret / Avoli (200g to 300g), ₹599.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/s/i/silver_pomfret_7.jpg
66,Silver Trevally / Kannadi Vatta, ₹229.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/s/i/silver-travely.jpg
67,Skewered Tandoori Prawns (250g Pack), ₹299.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/s/k/skewered_tandoori_prawns.jpg
68,Small Aar / Premium Long Whiskered Catfish, ₹109.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/n/u/nuna_tengra_3.jpg
69,Special Premium Tender and Antibiotic-residue-free Skinless Chicken (2kg Pack), ₹425.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/c/h/chicken_chicken.jpg
70,Spicy Chettinad Chicken (250g Pack), ₹149.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/c/h/chettinad_chicken_cooked_1.jpg
71,Squid / Koonthal, ₹339.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/5/b/5b3a85125d-edit_1.jpg
72,Tandoori Baasa Boneless Fillets, ₹225.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/t/a/tandoori-baasa_cooked.jpg
73,Tandoori Chicken Legs, ₹240.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/t/a/tandoori-chicken-legs-fried.jpg
74,Tangy Chicken Ghee Roast (250g pack), ₹125.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/c/h/chicken_ghee-roast.jpg
75,Tilapia / Jalebi Fish (Large), ₹119.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/t/i/tilapia-whole.jpg
76,Trevally / Vatta (Large), ₹229.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/t/r/trevally_large.jpg
77,Tuna / Choora / Choorai, ₹149.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/t/u/tuna_whole.jpg
78,White Snapper / Vela Meen (Small), ₹229.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/w/h/white-snapper-whole_3.jpg
79,Yellow Fin Tuna / Kera, ₹149.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/y/e/yellow_fin_tuna_3.jpg
80,Yummy Chicken Cutlets - Pack of 3 (130g to 160g), ₹125.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/c/h/chicken_cutlet.jpg
81,Indian Salmon / Vazhmeen / Raavas / Rawas / Gurjali/ গুরজালি (Large), ₹399.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/i/n/indian_salmon_edited.jpg
82,Rainbow Immunity Box, ₹225.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/49/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/r/a/rainbow-ox-1-_800x533.jpg
