,Item Name,Price,Quantity,Image link
28,Rockfish, ₹214.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/1/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/r/o/rock_fish.jpg
29,Rohu / Rui (1kg to 1.5kg), ₹109.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/1/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/r/o/rohu_12.jpg
30,Rohu / Rui (650g to 900g), ₹89.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/1/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/r/o/rohu3.jpg
31,Sail Fish / Ola Meen, ₹149.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/1/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/s/a/sail-fish.jpg
32,Sambar Cut Vegetable Mix - 500g Pack (Ozone Washed), ₹89.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/1/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/s/a/sambhar_veg_mix.jpg
33,Scampi / Attukonchu / Jinga / Golda Chingdi, ₹449.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/1/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/s/c/scampi.jpg
34,Sea Crab, ₹199.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/1/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/c/r/crab_whole.jpg
35,Seer Fish / King Fish / Surmai / Neymeen / Vanjaram / Anjal (5kg+), ₹475.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/1/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/s/e/seer-fish-5.jpg
36,Shark (Super Tasty), ₹239.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/1/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/s/h/shark_5b3a44025d-edit_-_copy_1_1.jpg
37,Silver Croaker / Kora / Bhola / ভোলা, ₹199.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/1/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/c/r/crocker_whole.jpg
38,Silver Croaker / Kora / Bhola / ভোলা / Ghol Fish (Large), ₹209.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/1/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/s/i/silver_crocker.jpg
39,Silver Trevally / Kannadi Vatta, ₹299.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/1/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/s/i/silver-travely.jpg
40,Skewered Tandoori Prawns (250g Pack), ₹299.00,/pack,https://static.freshtohome.com/media/catalog/product/cache/1/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/s/k/skewered_tandoori_prawns.jpg
41,Small Bhetki / চারা ভেটকী / Small Barramundi / Small Asian Seabass / கொடுவா (Kolkata/Malancha), ₹339.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/1/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/_/9/_90a27095d_2.jpg
42,"Small Cleaned Prawns / Kocho Chingdi - Peeled, Cleaned but not deveined (PUD)", ₹299.00,/500g,https://static.freshtohome.com/media/catalog/product/cache/1/small_image/200x133/fcd3bd6c3efbd120e0394bcc9203d80f/p/e/peeled_small_prawn_5b3a66565d_2_1.jpg
